Frame,plane_x,plane_y
745,-1230.6213938362503,-3120.833142698009
746,-1227.69460694282,-3112.2340230910713
747,-1223.4027506345258,-3103.0053684373997
748,-1217.8946428056208,-3093.1440224093612
749,-1211.3488723881155,-3082.699310934266
750,-1203.9733696892947,-3071.7729170785283
751,-1196.0014621681262,-3060.5123483415796
752,-1187.660814551047,-3049.0598524242027
753,-1179.1525549618166,-3037.5309602784896
754,-1170.6440959842312,-3026.0173159385236
755,-1162.2613635667658,-3014.585083645027
756,-1154.0726980029883,-3003.271143483265
757,-1146.0867096647594,-2992.0825132182467
758,-1138.2514279722297,-2980.9940374671733
759,-1130.4533305403338,-2969.9457515114905
760,-1122.519887666847,-2958.845551927576
761,-1114.2464112137288,-2947.598250551941
762,-1105.414667586402,-2936.122714761751
763,-1095.7979268405884,-2924.352088567236
764,-1085.1794864524463,-2912.2334865410467
765,-1073.4022023464668,-2899.7271537644147
766,-1060.376928722549,-2886.806370754129
767,-1046.0840329625023,-2873.46166293902
768,-1030.5760741491972,-2859.7082434713543
769,-1013.9767569345207,-2845.585484788446
770,-996.4625353602661,-2831.138949685133
771,-978.2491072253181,-2816.4083553211262
772,-959.59108293394,-2801.43041678834
773,-940.7645094903905,-2786.2415830921254
774,-922.0058699914671,-2770.8857272314776
775,-903.4987788657884,-2755.41581810086
776,-885.373316415377,-2739.889584187201
777,-867.7041594879331,-2724.357332536115
778,-850.5109682841705,-2708.860496484144
779,-833.7722837579065,-2693.444717277063
780,-817.4375979368598,-2678.1704882983736
781,-801.4252735837518,-2663.1079922887825
782,-785.6305982610539,-2648.33165556278
783,-769.9648798762895,-2633.9028187913846
784,-754.3663454060502,-2619.8649061333604
785,-738.7997214870215,-2606.2456596411216
786,-723.2543067884561,-2593.0673981587215
787,-707.7430618645546,-2580.3496698381095
788,-692.2923298452705,-2568.1009190794707
789,-676.9306237730868,-2556.3095824659063
790,-661.6906967580107,-2544.9471493759474
791,-646.6076478808044,-2533.9739902605756
792,-631.701172932923,-2523.363518574254
793,-616.9692636813,-2513.110762344623
794,-602.3887884600989,-2503.2310614234343
795,-587.9199953336027,-2493.7500137172206
796,-573.5086694611081,-2484.6988834583353
797,-559.0896334507057,-2476.117117352973
798,-544.5916179273164,-2468.055892021867
799,-529.9376234227103,-2460.5783775800924
800,-515.0468161152676,-2453.7565895612493
801,-499.84853853164003,-2447.648122669576
802,-484.288589184705,-2442.2857227787886
803,-468.3287899414524,-2437.6779189635213
804,-451.94068287238946,-2433.8183124225156
805,-435.10098165815435,-2430.6922677447483
806,-417.7921186148776,-2428.2751083265603
807,-400.0033464837048,-2426.5286556716983
808,-381.7301916232041,-2425.399106893154
809,-362.9731867691917,-2424.8172680947782
810,-343.7325018715566,-2424.7195138430575
811,-324.0049489184679,-2425.059613279251
812,-303.784173632828,-2425.808766326184
813,-283.06698922295635,-2426.9529272090444
814,-261.86046981624617,-2428.4898327073165
815,-240.1897215545248,-2430.430595030134
816,-218.11397352870912,-2432.803490955192
817,-195.72808139400541,-2435.6533097119336
818,-173.1607153887071,-2439.03781263432
819,-150.564086037765,-2443.006716052889
820,-128.10682812086844,-2447.5871234986735
821,-105.97382039608601,-2452.7832267808067
822,-84.36339180857712,-2458.5763059865203
823,-63.482476844298745,-2464.92472992419
824,-43.52809175986714,-2471.7642621939826
825,-24.637803554663716,-2479.0089045204572
826,-6.88130733743362,-2486.552878744385
827,9.738648908368107,-2494.2764883433997
828,25.26959154049348,-2502.0642735828774
829,39.794861594012026,-2509.8200569858604
830,53.43313544595552,-2517.467440370572
831,66.33841798395027,-2524.9486542919467
832,78.70002248323689,-2532.221410640192
833,90.72509460128526,-2539.2561666595543
834,102.57761187034,-2546.0284348681125
835,114.36486059651106,-2552.5172753622473
836,126.13712181582552,-2558.705651857378
837,137.9041528773047,-2564.570655080399
838,149.6531621689388,-2570.0727904499017
839,161.34969448067565,-2575.1554504301816
840,172.93706211513648,-2579.7461675871914
841,184.3338042817593,-2583.7622106182102
842,195.44174116154733,-2587.1160301352575
843,206.18506945237039,-2589.7325878823544
844,216.52126109298175,-2591.5548226129245
845,226.44076793514088,-2592.5482928576143
846,235.95487999810044,-2592.7055904311824
847,245.0795707681013,-2592.049543372664
848,253.83437823622336,-2590.6334372006463
849,262.2427664103599,-2588.540535896258
850,270.3348129120093,-2585.880520736011
851,278.145314879506,-2582.7836620147773
852,285.69603970795987,-2579.376657114757
853,292.9894411848145,-2575.7733193701965
854,300.00885932236065,-2572.065206192362
855,306.7181421537332,-2568.3184791800113
856,313.0607786416105,-2564.5792980512015
857,318.9598170545827,-2560.8743386978485
858,324.3178649671512,-2557.210793185726
859,329.01708925972997,-2553.5763697544658
860,332.921111858403,-2549.9424408933814
861,335.8890204365886,-2546.287309589347
862,337.7816296061814,-2542.606716147637
863,338.4611343859126,-2538.915882956814
864,337.80558016444394,-2535.2472846439955
865,335.7397996636126,-2531.6416973619494
866,332.23924767932294,-2528.147077330894
867,327.32997654783554,-2524.8186271800573
868,321.0879767282522,-2521.7205790775038
869,313.6379095623413,-2518.925961348523
870,305.14773811136257,-2516.49563900385
871,295.8257407240423,-2514.4664790312413
872,285.9210568944741,-2512.850614386693
873,275.70703898664186,-2511.634658209511
874,265.4353537838236,-2510.7801522745676
875,255.32858979529615,-2510.2236539066303
876,245.580249171409,-2509.8767512035433
877,236.35413587495654,-2509.627215053941
878,227.78254369997637,-2509.342539484478
879,219.95598197531956,-2508.890958767766
880,212.91605863768896,-2508.1560170072103
881,206.65491264203288,-2507.0377138225804
882,201.12175066299372,-2505.459250922035
883,196.24792272060594,-2503.3824392338383
884,191.95213557493952,-2500.810807335519
885,188.1404527261004,-2497.789598175107
886,184.70629441423057,-2494.403929928473
887,181.53136238485428,-2490.7729344786762
888,178.5023126729611,-2487.0316022650836
889,175.52521526689532,-2483.31573681345
890,172.52644000990216,-2479.7619415616045
891,169.45583609888803,-2476.504574984159
892,166.29335826300263,-2473.654761106011
893,163.050696309499,-2471.294704968517
894,159.77127513301215,-2469.4776925971187
895,156.5304738648057,-2468.2279215230305
896,153.4359399167187,-2467.540144742506
897,150.6111073980891,-2467.3894473244
898,148.17722238977893,-2467.741958729944
899,146.2522598348269,-2468.55537907946
900,144.94561388623268,-2469.7803547414064
901,144.33628468988542,-2471.3679667559145
902,144.46573462596473,-2473.2722524088954
903,145.33788292724213,-2475.450207132256
904,146.91910567908067,-2477.861149495279
905,149.13853161819927,-2480.4620786455253
906,151.90018387818552,-2483.203260801945
907,155.09913469000082,-2486.025026314711
908,158.62254716850873,-2488.857469380509
909,162.3542583680546,-2491.6284572719173
910,166.21272075240452,-2494.3256093598197
911,170.16741910563007,-2497.0229565529057
912,174.238931238778,-2499.881039853077
913,178.49891111909716,-2503.1476499210303
914,183.06988156337303,-2507.1671887833945
915,188.12561244193208,-2512.383809722258
916,193.89198776994266,-2519.3360233433605
917,200.6471101518678,-2528.6561503839216
918,208.7092381657542,-2541.030814729835
919,218.32235528817236,-2556.846762091263
920,229.59472393709646,-2576.0019153037692
921,242.49830617302695,-2597.9035941035013
922,256.8687821458015,-2621.4684363075166
923,272.4059262471685,-2645.120402237576
924,288.6591371476931,-2666.79300456488
925,304.9965008335132,-2683.938259022972
926,320.6009759917289,-2693.5278058659383
927,334.49211286162665,-2692.1236501949656
928,345.7760345112722,-2676.737773067697
929,353.8107933751751,-2645.4049377072447
930,358.20936996196946,-2597.193089191395
931,358.83966411064677,-2532.203363048905
932,355.8239158884715,-2451.570690007393
933,349.5553538664583,-2357.4645817782693
934,340.7440935699676,-2253.088682604479
935,330.4245279455229,-2142.6806827439277
936,319.9365023052868,-2031.4523673237452
937,310.6235326600175,-1924.5857401897854
938,303.5847709385441,-1826.4025980132678
939,299.6675612692946,-1740.3395711557534
940,299.4674408753387,-1668.9481218803924
941,303.32856164730765,-1613.8936975887489
942,311.3371534419466,-1575.9489842487735
943,323.2964484564177,-1554.9784992630941
944,338.721467833654,-1549.9354830398493
945,356.8473693762141,-1558.8762853895932
946,376.8298961610682,-1579.3058173917468
947,397.9506358091758,-1608.5312939128883
948,419.62633049994,-1643.6782784263821
949,441.4088769712071,-1681.6906830123798
950,462.98491994294324,-1719.330282787958
951,484.1726726184729,-1753.1797607824049
952,504.91529050589696,-1779.663697423719
953,525.2792418722338,-1795.0542550724392
954,545.4522985437197,-1795.500378603364
955,565.6653899253814,-1778.1048805195328
956,586.0926998896483,-1742.2906794880519
957,606.8452042082615,-1689.8888615440676
958,627.9706705522716,-1625.138680090768
959,649.4538562383992,-1554.6875572786635
960,671.2218178812496,-1487.5897084165454
961,693.1657246103856,-1435.2986535479454
962,715.1480018289247,-1411.6646958770277
963,737.0027728737809,-1432.8661804005826
964,758.5632153708889,-1513.099262899634
965,779.7046561592838,-1657.7879309179732
966,800.3483605258383,-1862.9869769681613
967,820.4615322052608,-2115.3819985315513
968,840.0573905557177,-2392.289477087699
969,859.1905875032523,-2661.6487688849993
970,877.9192660718478,-2881.960125918275
971,896.2886434725409,-3002.2580364892588
972,914.3307960585955,-2962.2207515011896
973,932.0515097167385,-2706.0529854291935
974,949.4058114437294,-2209.787193502455
975,966.2952217396796,-1484.4681504827383
976,982.5677546080504,-576.1529506644872
977,998.0178947348334,434.08896298759373
978,1012.3986601042603,1430.1362918557436
979,1025.5360330738638,2260.4617003447274
980,1037.3904063315977,2737.9428711829655
981,1048.0571773395266,2639.9820889856796
982,1057.7676773562828,1751.6638859059856
983,1066.8906232370257,-27.534785599277257
984,1075.9322437106616,-2667.539471073098
985,1085.5362793798433,-6007.678214058387
986,1096.4839625946872,-9756.681556097948
987,1109.6722986015507,-13492.611796408073
988,1125.8640842664388,-16662.003380768987
989,1145.5225515373397,-18579.29009531592
990,1168.808372585822,-18426.851293783573
991,1195.5885424160806,-15385.684410897073
992,1225.4642200106837,-9044.97747331125
993,1257.7761685440141,517.8596437755859
994,1291.604755382273,12737.19521662135
995,1325.769954309954,26559.175673338963
996,1358.850170585369,40441.665642749496
997,1389.4840226076888,52353.244078232034
998,1416.6183766974714,59772.37383183111
999,1439.515790815131,59687.3766951198
